0.0,0.8346628806515668,0.8102049775603059
0.01,0.8303591072815302,0.8079450347401221
0.02,0.8269134539681757,0.8058633815318389
0.03,0.8241622183764143,0.8039386414150748
0.04,0.8219416981711576,0.8021494378694488
0.05,0.8200881910173163,0.8004743943745803
0.06,0.8184379945798018,0.7988921344100881
0.07,0.8168274065235254,0.7973812814555913
0.08,0.8150927245133979,0.7959204589907086
0.09,0.8130702462143309,0.7944882904950595
0.1,0.8106516407905883,0.7930788493286051
0.11,0.807999467214359,0.7917617931350487
0.12,0.8053589947584185,0.7906298575722723
0.13,0.8029755131461017,0.7897757840043188
0.14,0.8010899567962348,0.7892894077725144
0.15,0.7997735302643982,0.7891473140797846
0.16,0.7988767112333991,0.7891788108708744
0.17,0.798235201491816,0.7892033470590398
0.18,0.7976847028282275,0.7890403715575368
0.19,0.7970833593092183,0.7885429402843644
0.2,0.7964240159538237,0.787765821993744
0.21,0.7957495428377636,0.7868386972789184
0.22,0.7951028929411077,0.7858913708812607
0.23,0.7945266816525384,0.7850526168119021
0.24,0.7940431672690237,0.7843890550374076
0.25,0.7936429960313802,0.783870787948335
0.26,0.7933140880074422,0.7834595944144087
0.27,0.7930443632650442,0.7831172533053538
0.28,0.792822837555428,0.782809559009267
0.29,0.7926466461093663,0.7825320626113204
0.3,0.7925165718388282,0.7822936834112321
0.31,0.7924334150449095,0.7821034044373119
0.32,0.7923979870169628,0.7819701436585583
0.33,0.7924122429548133,0.781896046174504
0.34,0.7924802662457008,0.7818706565045558
0.35,0.7926063722348395,0.7818821457904676
0.36,0.7927948762674437,0.7819186851739925
0.37,0.793048331373061,0.7819688232530644
0.38,0.7933530071242022,0.7820245962479594
0.39,0.793686370773353,0.782079925676892
0.4,0.794025803379257,0.7821287515192192
0.41,0.7943488223867637,0.7821650384709962
0.42,0.794662324543864,0.7821880755194841
0.43,0.7950389857691392,0.7822090725425751
0.44,0.7955604180994197,0.7822408588744025
0.45,0.7963082335715355,0.7822962638490992
0.46,0.7973536419558681,0.782387109802434
0.47,0.7986463153661472,0.7825134535359987
0.48,0.8000572232719999,0.78266773298926
0.49,0.8014560102847573,0.7828422578478912
0.5,0.8027124041926279,0.7830293421942246
0.51,0.8037484638269663,0.7832240662854083
0.52,0.8046280078834016,0.7834290036854833
