x,y
-15.734238624572754,-4.360968589782715
-15.715922140496158,-4.206058545809711
-15.700989148063973,-4.051024831726021
-15.689086776165524,-3.895880347112856
-15.679862153690124,-3.7406379915514263
-15.6729624095271,-3.5853106646229436
-15.668034672565764,-3.4299112659086175
-15.66472607169544,-3.2744526949896606
-15.662683735805446,-3.118947851447283
-15.661554793785106,-2.963409634862695
-15.660986374523734,-2.8078509448171083
-15.660625606910653,-2.652284680891734
-15.660119619835182,-2.4967237426677817
-15.659115542186639,-2.3411810297264637
-15.657260502854347,-2.18566944164899
-15.654201630727622,-2.030201878016572
-15.649586054695785,-1.87479123841042
-15.64306090364816,-1.7194504224117453
-15.634352878305895,-1.564189710639403
-15.623771420520123,-1.4090002038461147
-15.611885081705054,-1.253864474663833
-15.599263591638776,-1.0987650569408038
-15.586476680099366,-0.9436844845252716
-15.574094076864917,-0.788605291265482
-15.56268551171351,-0.63351001100968
-15.55282071442323,-0.4783811776061111
-15.545069414772167,-0.32320132490302095
-15.539955523192512,-0.1679542529301096
-15.53747711998671,-0.012638292617646174
-15.537296250672783,0.14273893904808543
-15.539069502676506,0.2981696742507302
-15.542453463423655,0.45364614517393326
-15.547104720339998,0.6091605840013392
-15.55267986085131,0.7647052229165935
-15.558835472383365,0.9202722941033409
-15.565228142361935,1.075854029745226
-15.571514458212791,1.2314426620258945
-15.577352295693576,1.3870304496983317
-15.582517259905412,1.5426120794544265
-15.58699550799673,1.6981865802128353
-15.590795040455124,1.8537534313686324
-15.593923857768177,2.009312112316891
-15.596389960423483,2.164862102452687
-15.59820134890863,2.3204028811710944
-15.599366023711207,2.4759339278671866
-15.599891985318802,2.6314547219360382
-15.599787234219011,2.786964742772724
-15.599059770899418,2.942463469772318
-15.597717595847616,3.097950382329894
-15.59576870955119,3.2534249598405265
-15.593221112497737,3.4088866816992898
-15.590082805174841,3.5643350273012584
-15.586361788070095,3.719769476041505
-15.582066079669685,3.8751895081766254
-15.577219240776788,4.0305953479102925
-15.571888763301702,4.185989322248413
-15.56614984634321,4.341374127108451
-15.56007768900009,4.496752458407869
-15.553747490371121,4.652127012064132
-15.547234449555086,4.807500483994706
-15.540613765650765,4.9628755701170535
-15.53396063775694,5.118254966348639
-15.527350264972387,5.273641368606926
-15.520857846395891,5.429037472809379
-15.514558581126229,5.584445974873462
-15.508527668262184,5.739869570716641
-15.50284029496518,5.89531094876941
-15.49756913196142,6.0507712191841385
-15.492781242476342,6.206247975155645
-15.488542932087249,6.361738334690891
-15.484920506371438,6.51723941579683
-15.481980270906213,6.672748336480419
-15.479788531268873,6.828262214748615
-15.47841159303672,6.983778168608373
-15.477915761787056,7.13929331606665
-15.478367343097178,7.294804775130401
-15.47983264254439,7.450309663806585
-15.48237643258792,7.605805119251052
-15.485962125781679,7.761289544621454
-15.490390386459634,7.916763375827335
-15.495447198474182,8.072227232139856
-15.500918545677724,8.227681732830177
-15.506590411922659,8.383127497169463
-15.512248781061386,8.53856514442887
-15.517679636946298,8.693995293879562
-15.522668963429798,8.849418564792696
-15.527002744364284,9.004835576439438
-15.530466963602152,9.160246948090945
-15.532852491887345,9.315653414648983
-15.534147259364472,9.471060373712954
-15.534599357110865,9.626479378649309
-15.534474689489642,9.78192240431145
-15.53403916086392,9.93740142555278
-15.533558675596819,10.0929284172267
-15.533299138051456,10.24851535418661
