x,y
-0.9291048049926758,8.525485038757324
-0.9446019457372486,8.491815934979591
-0.9598465335313634,8.458063331031598
-0.9748453491502833,8.424229450346814
-0.9896051733692717,8.390316516358705
-1.004132786963592,8.356326752500747
-1.018434970708508,8.322262382206409
-1.032518505379283,8.288125628909157
-1.04639017175118,8.253918716042467
-1.060056750599463,8.219643867039801
-1.0735250226993949,8.185303305334637
-1.08680176882624,8.150899254360441
-1.0998937697552602,8.116433937550685
-1.1128078062617206,8.081909578338838
-1.1255506591208837,8.04732840015837
-1.138129109108013,8.012692626442751
-1.1505499369983723,7.97800448062545
-1.1628199235672247,7.943266186139939
-1.1749458495898335,7.908479966419688
-1.1869344958414625,7.873648044898166
-1.1987926430973752,7.838772645008845
-1.210527072132835,7.803855990185192
-1.2221445637231045,7.768900303860678
-1.233651898643448,7.733907809468776
-1.2450558576691289,7.698880730442951
-1.2563632215754101,7.663821290216678
-1.267580771137556,7.628731712223424
-1.2787152871308287,7.593614219896659
-1.2897735503304926,7.558471036669856
-1.3007623415118108,7.523304385976481
-1.311688441450047,7.488116491250008
-1.3225586309204642,7.452909575923904
-1.333379690698326,7.4176858634316405
-1.3441584015588963,7.382447577206688
-1.3549015442774377,7.347196940682515
-1.365615899629214,7.311936177292592
-1.3763082483894888,7.27666751047039
-1.3869853713335256,7.241393163649379
-1.3976540492365874,7.206115360263028
-1.4083210628739378,7.170836323744807
-1.4189931930208404,7.135558277528189
-1.4296772204525587,7.1002834450466406
-1.4403799259443557,7.065014049733633
-1.451108090271495,7.029752315022636
-1.4618684942092404,6.994500464347119
-1.472667918532855,6.959260721140555
-1.4835131440176021,6.9240353088364115
-1.4944109514387454,6.88882645086816
-1.505368121571548,6.853636370669267
-1.5163914351912742,6.818467291673207
-1.5274876730731861,6.7833214373134485
-1.538663615992548,6.748201031023461
-1.5499260447246237,6.713108296236716
-1.5612817400446755,6.678045456386681
-1.5727374827279674,6.643014734906829
-1.584300053549763,6.6080183552306275
-1.5959761279024556,6.573058509303297
-1.607767264585341,6.5381358602393185
-1.6196677170294165,6.503248888319523
-1.6316711780498019,6.468395906313513
-1.6437713404616163,6.433575226990897
-1.6559618970799792,6.398785163121275
-1.6682365407200093,6.364024027474253
-1.6805889641968264,6.329290132819435
-1.6930128603255497,6.294581791926423
-1.7055019219212983,6.259897317564824
-1.7180498417991916,6.225235022504241
-1.730650312774349,6.190593219514278
-1.7432970276618898,6.155970221364539
-1.7559836792769332,6.121364340824629
-1.7687039604345982,6.08677389066415
-1.7814515639500046,6.052197183652709
-1.7942201826382709,6.017632532559908
-1.8070035093145174,5.983078250155351
-1.819795236793863,5.948532649208643
-1.8325890578914268,5.913994042489389
-1.845378600473382,5.87946070467912
-1.8581531787854717,5.844928380818906
-1.8708951696812564,5.810388747648427
-1.88358632288238,5.775833114137809
-1.8962083881104876,5.741252789257177
-1.908743115087223,5.706639081976657
-1.9211722535342304,5.671983301266373
-1.9334775531731543,5.6372767560964485
-1.945640763725639,5.602510755437012
-1.9576436349133286,5.567676608258186
-1.969467916457868,5.5327656235300955
-1.9810953580809005,5.497769110222868
-1.9925077095040709,5.462678377306625
-2.003686720449024,5.427484733751495
-2.014614140637403,5.392179488527601
-2.0252717197908527,5.356753950605069
-2.0356488784449644,5.321202955557806
-2.0457975248218143,5.2855500672424105
-2.0558000146380997,5.249832847541044
-2.0657389080132558,5.214088952308615
-2.0756967650667213,5.178356037400037
-2.0857561459179315,5.142671758670215
-2.095999610686324,5.1070737719740595
-2.106509719491334,5.071599733166483
-2.1173690324524004,5.036287298102391
-2.1286601096889575,5.001174122636698
-2.140465511320444,4.966297862624309
-2.1528677974662953,4.931696173920136
-2.1659495282459487,4.897406712379087
-2.179793263778841,4.8634671338560755
-2.1944815641844078,4.829915094206008
-2.2100969882357258,4.7967882487665126
-2.226694207550598,4.764113538440844
-2.2442282819033395,4.731879632585742
-2.262632039026903,4.700066658856724
-2.281838306654239,4.668654744909309
-2.301779912518299,4.637624018399019
-2.322389684352035,4.606954606981371
-2.343600449888398,4.576626638311884
-2.3653450368603393,4.546620240046076
-2.38755627300081,4.516915539839468
-2.4101669860427615,4.487492665347579
-2.4331100037191464,4.458331744225926
-2.456318153762915,4.429412904130029
-2.479728008752173,4.400717714558133
-2.5033256429131474,4.372246804165363
-2.5271321500206443,4.3440142848563
-2.5511693630745667,4.316034553152452
-2.575459115074814,4.2883220055753295
-2.6000232390212887,4.2608910386464425
-2.6248835679138915,4.233756048887301
-2.6500619347525243,4.206931432819412
-2.6755801725370874,4.180431586964292
-2.7014616243864986,4.154274282842221
-2.727739054092227,4.1284983464453715
-2.754448851649664,4.103150708050195
-2.781627414660687,4.078278314933045
-2.80931114072717,4.053928114370278
-2.837536427450991,4.030147053638245
-2.866339672434026,4.0069820800133025
-2.8957572732781496,3.984480140771805
-2.9258227160797854,3.962685130431258
-2.9564517870106806,3.941517533303659
-2.987404711270588,3.9207347255972755
-3.0184310452242933,3.900082897080623
-3.0492803452365806,3.879308237522217
-3.079702167672237,3.8581569366905737
-3.1094460688960455,3.836375184354211
-3.138261605272793,3.8137091702816424
-3.1658983331672643,3.789905084241386
-3.1921058089442447,3.764709116001957
-3.2166584386207195,3.7378969416650816
-3.239545043160752,3.7094986598299733
-3.2608640571348695,3.679674435436349
-3.280714797778027,3.6485854807841545
-3.29919658232518,3.6163930081733366
-3.3164087280112855,3.583258229903842
-3.3324505520712973,3.5493423582756183
-3.347421371740173,3.514806605588611
-3.361420504252868,3.479812184142767
-3.374547266844338,3.4445203062380343
-3.386900976749538,3.4090921841743573
-3.398580951203424,3.3736890302516844
-3.4096865076266774,3.3384720545247797
-3.420321091351891,3.303552565679137
-3.4306029325751344,3.2688631416164595
-3.4406535703186316,3.234296360606834
-3.4505945436046086,3.199744800920346
-3.4605473914552904,3.165101040827081
-3.470633652892902,3.1302576585971256
-3.4809748669396687,3.095107232500565
-3.4916925726178154,3.0595423408074858
-3.502908308949567,3.0234555617879737
-3.514743614957149,2.9867394737121153
-3.5273121760294566,2.9492907715019583
-3.540422678346272,2.9111660220190507
-3.553487783028196,2.8726293772347065
-3.565893702243173,2.8339588529114668
-3.5770266481591464,2.795432464811869
-3.586272832944059,2.7573282286984537
-3.593018468765853,2.719924160333762
-3.5966497677924725,2.6834982754803325
