s,left,right
5.82,1.1425918512548707,0.9963062121943596
5.83,1.142521604341077,0.9960460405751463
5.84,1.1424601401799477,0.9957876633694589
5.85,1.1424055560450699,0.9955199440056983
5.86,1.1423558499226931,0.9952307285027484
5.87,1.1423090197990662,0.9949078628794931
5.88,1.1422636806914623,0.9945461224568194
5.89,1.1422217638054488,0.9941775235845084
5.9,1.1421863095923679,0.9938465395207923
5.91,1.142160359292534,0.9935976523841028
5.92,1.1421464184254726,0.9934719844896316
5.93,1.142137279035991,0.9934497395461536
5.94,1.1421172796848162,0.9934581047586226
5.95,1.1420704767358585,0.9934224975186872
5.96,1.1419809731494153,0.9932685122257485
5.97,1.1418422251128082,0.9929572737956568
5.98,1.1416683048874627,0.9925282223351846
5.99,1.1414760355507079,0.9920312475969235
6.0,1.1412822401798723,0.9915162393334652
6.01,1.141100935566341,0.9910265362077715
6.02,1.140928729723068,0.9905648372365987
6.03,1.1407555642619973,0.9901182791627928
6.04,1.1405713672615676,0.9896739671361203
6.05,1.1403663128650159,0.9892194668206744
6.06,1.1401360632274467,0.9887526147852403
6.07,1.139881674907366,0.9882813433135041
6.08,1.1396044318046468,0.9878140101622703
6.09,1.1393056159404154,0.9873589588199657
6.1,1.138985773816454,0.9869189467835939
6.11,1.1386436023814086,0.9864826848931363
6.12,1.1382775124534967,0.9860367109361077
6.13,1.1378859148509348,0.9855675627000222
6.14,1.1374672206290655,0.9850675986166966
6.15,1.137019842546793,0.9845709938780031
6.16,1.136542194107822,0.9841302060547329
6.17,1.1360326888189876,0.9837977695434902
6.18,1.1354897930153809,0.9836238883415631
6.19,1.1349134509955587,0.9835935694239962
6.2,1.1343052477657232,0.9836194436513539
6.21,1.133666853820555,0.9836103707529746
6.22,1.132999940918387,0.9834752462042446
6.23,1.1323074397221669,0.9831585772189545
6.24,1.1315959022468995,0.9827073113709925
6.25,1.1308725276939704,0.9821867037627158
6.26,1.130144515264764,0.9816620094964824
6.27,1.1294189913885848,0.9811925483731081
6.28,1.128702474299458,0.9807880356975806
6.29,1.1280011794419653,0.9804334912237056
6.3,1.127321320051696,0.9801137545394986
6.31,1.1266691142629506,0.9798138712931651
6.32,1.126050956440005,0.979526300097176
6.33,1.125473461980068,0.9792527971268423
6.34,1.1249432602840355,0.9789957076105853
6.35,1.1244669807392857,0.9787573772388501
6.36,1.124051191980386,0.9785422285233607
6.37,1.123702262208583,0.9783615357439386
6.38,1.123426518349171,0.978227984189628
6.39,1.1232302873274438,0.9781542591494743
6.4,1.1231199730827124,0.9781500491404617
6.41,1.123102732702489,0.9781957361512714
6.42,1.1231861492240842,0.978255127597574
6.43,1.123377810518735,0.9782918427972075
6.44,1.1236852709523306,0.9782700861849075
6.45,1.1241144846590243,0.9781820076655616
