s,left,right
11.14,1.858108294107852,0.9207807991132305
11.15,1.857239915695118,0.9207998041288129
11.16,1.856367212496287,0.9208409468510543
11.17,1.8554900322709538,0.9209108219338131
11.18,1.8546082236771522,0.9210158216995413
11.19,1.853721686949689,0.9211507232031386
11.2,1.8528304009559096,0.9212925951801705
11.21,1.8519343511762585,0.9214170170736241
11.22,1.8510335230911792,0.9214995683264873
11.23,1.8501279040084693,0.92152420959725
11.24,1.8492174887531025,0.9215093793158642
11.25,1.8483022740827542,0.9214823803149705
11.26,1.8473822567551015,0.9214705154342374
11.27,1.8464574196150376,0.9214994278491709
11.28,1.8455275682450423,0.9215736149980097
11.29,1.8445923860326632,0.9216829976140749
11.3,1.8436515539462077,0.9218172078379855
11.31,1.8427047522855282,0.9219659347130567
11.32,1.8417516065372255,0.9221235333027735
11.33,1.8407916474794621,0.9222924207991284
11.34,1.839824396486974,0.922475814868009
11.35,1.8388493749344976,0.9226769331753025
11.36,1.8378661198821211,0.9228984032591678
11.37,1.836874242623205,0.9231400597901729
11.38,1.8358733763899062,0.9234009120387324
11.39,1.8348631544176501,0.9236799691523297
11.4,1.8338431992193245,0.9239763549629636
11.41,1.8328129697535436,0.9242909426223331
11.42,1.8317717974629442,0.9246259691487103
11.43,1.8307190104155564,0.9249837076539973
11.44,1.8296539394252893,0.9253664092256844
11.45,1.828576260113389,0.9257735592880366
11.46,1.8274863246299589,0.9261992168987904
11.47,1.8263845638202298,0.926636809910386
11.48,1.8252714085294324,0.927079766175264
11.49,1.8241467943263752,0.9275253822419658
11.5,1.823007956733112,0.9279920452256308
11.51,1.8218512156920468,0.9285052940040595
11.52,1.8206728904058351,0.9290906732333692
11.53,1.8194697220304177,0.9297704367551054
11.54,1.8182462568444542,0.9305059662420782
11.55,1.817013917266749,0.9312050163354371
11.56,1.8157843609370683,0.9317735071875582
11.57,1.8145691695421984,0.9321176686537055
11.58,1.8133637549871011,0.9322096638567922
11.59,1.8121274189294936,0.9321688976464535
11.6,1.8108145719045174,0.932134718721746
11.61,1.8093796244473153,0.9322464757817265
11.62,1.8077989172368185,0.9326208386801093
11.63,1.8061868266457182,0.9332317289977101
11.64,1.8047113006728048,0.933997667738193
11.65,1.8035404055921973,0.9348370535919376
11.66,1.802833289908055,0.935670472688083
11.67,1.8025458344390821,0.9364683706627706
11.68,1.8024316698789666,0.937250803061862
11.69,1.8022357126651296,0.9380399629501285
11.7,1.8017030996588352,0.9388580267728597
11.71,1.80067234012771,0.9397201308977249
11.72,1.7992198955931946,0.9406234706067753
11.73,1.7974595808073317,0.9415624248292127
11.74,1.795505210522164,0.9425313724942378
11.75,1.7934747096812713,0.9435253384277386
11.76,1.7915159759907129,0.9445440575300109
11.77,1.789790184516765,0.9455893511741824
11.78,1.7884585696726842,0.9466630500594702
11.79,1.7876750731876716,0.947766953340285
11.8,1.7873846605407218,0.9489019562356225
11.81,1.7872974612207104,0.9500679381716862
11.82,1.787111118006772,0.9512647245629017
11.83,1.786523362608828,0.9524921409266225
11.84,1.7853314859744982,0.9537501280103681
11.85,1.7836230979489842,0.9550389625776363
11.86,1.7815384396818978,0.9563589823075579
11.87,1.7792177523228503,0.9577105248792631
11.88,1.7768047704040182,0.9590939151446175
11.89,1.7744728792559568,0.9605093690814526
11.9,1.7724104171694444,0.961957047762195
11.91,1.7708058369420694,0.9634371118388168
11.92,1.769841386297986,0.9649497237382032
11.93,1.7694700205362466,0.966495111474556
11.94,1.76935355946251,0.9680735863391245
11.95,1.769135027688439,0.9696854649993762
11.96,1.7684574685787329,0.9713310640894166
11.97,1.7670681872055825,0.9730105147536651
11.98,1.7650632647600215,0.9747233276367059
11.99,1.7626116275416204,0.9764688837860106
12.0,1.7598822018499494,0.9782465642490512
12.01,1.7570466711971757,0.98005573507731
12.02,1.7543041210568586,0.9818956132878721
12.03,1.7518693317430896,0.9837653305363748
12.04,1.7499572689051885,0.9856640174704503
12.05,1.74877797231952,0.9875908051210617
12.06,1.7482989311439996,0.9895448433944417
12.07,1.7481393507304737,0.9915253093002431
12.08,1.7478914923090851,0.993531381944907
12.09,1.7471476173401024,0.9955622404348835
12.1,1.7456043001845831,0.9976170675960147
12.11,1.743359182341715,0.999695060554636
12.12,1.7406062817407064,1.0017954198734913
12.13,1.7375396163107657,1.0039173461153257
12.14,1.7343557735788115,1.0060600325769726
12.15,1.7312814688938927,1.0082225873644817
12.16,1.728562977282432,1.0104040632760822
12.17,1.7264469053077414,1.0126035121725323
12.18,1.7251760380619146,1.014819988877918
12.19,1.7247313157488342,1.0170527512616412
12.2,1.7246679020127624,1.019301387357796
12.21,1.7245019035610143,1.0215655154868346
12.22,1.7237494271009064,1.0238447539692082
12.23,1.7220467762405613,1.0261384024827622
12.24,1.7195617967654337,1.0284443515842778
12.25,1.7166092201299308,1.030760102435867
12.26,1.7135037827615784,1.0330831561864582
12.27,1.7105445867634275,1.0354113246266392
12.28,1.7078124401883805,1.0377467568771075
12.29,1.70522776495655,1.0400947888041527
12.3,1.7027072763371502,1.0424608299222884
12.31,1.7001680349419397,1.0448501942168498
12.32,1.6975620324848417,1.047258532978938
12.33,1.694905695950122,1.04966367331786
12.34,1.6922224013112743,1.0520415201030275
12.35,1.689535524541794,1.0543679782038524
12.36,1.6868647269452912,1.0566332425122598
12.37,1.6842107610769699,1.0589002482844505
12.38,1.6815683780773256,1.0612550177140818
12.39,1.6789323266393286,1.0637835824102448
12.4,1.6762975988613373,1.0665592237635448
12.41,1.6736632812658925,1.0694407463904394
12.42,1.671031860938313,1.0721088244298504
12.43,1.6684059280953996,1.0742387297207363
12.44,1.6657880671194452,1.0755072538530928
12.45,1.66317991480044,1.0758380137746417
12.46,1.660581120719293,1.0756722473453195
12.47,1.65799108421568,1.0755163743415512
12.48,1.655409204629274,1.0758768145397632
12.49,1.6528348751409645,1.0771686159989402
12.5,1.6502674527807573,1.0792704924392216
12.51,1.6477062814301233,1.0818660859619873
12.52,1.6451507049517398,1.0846387598564597
12.53,1.6426000710319655,1.0872815572922172
12.54,1.6400538059698873,1.0896865343589468
12.55,1.6375114098179013,1.0919324581514995
12.56,1.6349723854789626,1.0941053121214428
12.57,1.632436235266167,1.0962909823966074
12.58,1.6299022868145565,1.098546533992227
12.59,1.6273694502667324,1.100860147502443
12.6,1.624836574706414,1.1032099290738313
12.61,1.62230250921732,1.1055739848529655
12.62,1.6197663331861665,1.1079331432859567
12.63,1.6172286893509598,1.1102867124330156
12.64,1.6146908703197755,1.1126416821518608
12.65,1.612154170821848,1.1150050673734135
12.66,1.6096197194137376,1.117383742214362
12.67,1.6070843934398868,1.1197809783268096
12.68,1.6045405659394183,1.1221962304278443
12.69,1.6019803931070677,1.124628769481262
12.7,1.5993960433269194,1.12707786719279
12.71,1.5967878140076213,1.1295432900595324
12.72,1.5941782050684967,1.1320261559843767
12.73,1.591593472290208,1.1345278114791653
12.74,1.5890598714534174,1.1370496030557398
12.75,1.5865935890531921,1.1395928333358978
12.76,1.5841314444351102,1.142158458995563
12.77,1.581572651152755,1.1447472727943722
12.78,1.578816197173673,1.147360066508678
12.79,1.5757674177982337,1.1499976338167897
12.8,1.5725383319529107,1.1526608303290997
12.81,1.56948832572119,1.155350585778771
12.82,1.5669913516665197,1.1580678342637665
12.83,1.5654212722389005,1.16081350988021
12.84,1.5649476534072468,1.163588542553254
12.85,1.565100712490823,1.1663938491549442
12.86,1.5652859351060777,1.1692303440107714
12.87,1.5649088068694605,1.1720989414462262
12.88,1.5634401660577633,1.1750005510400283
12.89,1.5609521549675633,1.1779360386962754
12.9,1.5578408589806851,1.1809062467900502
12.91,1.5545054994164684,1.1839120174686628
12.92,1.5513396191891633,1.1869541956882703
12.93,1.5484945122114837,1.1900337462345414
12.94,1.5457937459014781,1.193151796004467
12.95,1.5430376228152776,1.1963094834031014
12.96,1.5400264501426288,1.1995079468237075
12.97,1.5366734622164555,1.2027480372578079
12.98,1.533297760433166,1.2060295727574928
12.99,1.5303095945373357,1.2093521394005626
13.0,1.5281192142735407,1.212715323264819
13.01,1.527082335519637,1.2161189236782621
13.02,1.5269649936307106,1.2195650458660634
13.03,1.5271728052378224,1.2230572044411632
13.04,1.5271062186316737,1.2265989342268715
13.05,1.526171473719225,1.2301936676146117
13.06,1.5241109725562996,1.233838891552971
13.07,1.5211817534492023,1.2375229910127645
13.08,1.5176843831108977,1.2412335811111679
13.09,1.5139194282543489,1.2449582769653573
13.1,1.5101822667758056,1.2486922895892807
13.11,1.506746831402799,1.2524622235297171
13.12,1.5038815154006264,1.2563027925393817
13.13,1.5018547120276422,1.260248710381153
13.14,1.5008987570671921,1.2643267982350943
13.15,1.5007838925102417,1.2684627300566518
13.16,1.5009604996466734,1.2725121658285392
13.17,1.5008725612994123,1.276329364979762
13.18,1.4999675465331117,1.2797713679007026
13.19,1.4979825292899842,1.2829262316586576
13.2,1.4951570858057777,1.2862828574329843
13.21,1.4917809551101282,1.290370161067321
13.22,1.4881438762326746,1.295717058405303
13.23,1.4845328758433483,1.3026586877504254
13.24,1.481222083528712,1.3106087885646456
13.25,1.4784817996128232,1.318707528531321
13.26,1.4765823238031865,1.3260950312857822
13.27,1.475762641364023,1.331961107784001
13.28,1.4757811093124715,1.3362581924654697
13.29,1.4760198233477355,1.3395357419354417
13.3,1.4758508310514264,1.342359156369877
13.31,1.474649421763681,1.3452918600882169
13.32,1.4722044265119147,1.3486452231526234
13.33,1.46911954857408,1.3522339498084637
13.34,1.4660937704936163,1.35581467145081
13.35,1.4638260748139627,1.359144019474734
13.36,1.4628560573705618,1.3620544456091526
13.37,1.4628502586687713,1.364793714424469
13.38,1.4631778178907504,1.3677510644439301
13.39,1.4632076238511464,1.3713158532907281
13.4,1.4623339619123907,1.3758504389903576
13.41,1.460424049195283,1.3812143959883019
13.42,1.4577634443156287,1.3868225511934156
13.43,1.4546521328700428,1.392074393891459
13.44,1.4513900042035428,1.3963707295646564
13.45,1.4482560434868197,1.3993982186964653
13.46,1.4454823485303263,1.40148468492794
13.47,1.4432946344591078,1.4030452321972253
13.48,1.4419186163982072,1.4044949644424662
13.49,1.44149926357398,1.4061901004359025
13.5,1.4416708306998254,1.4081144126792604
13.51,1.4418684780753235,1.4101064810666024
13.52,1.441526914263257,1.4120045560561119
13.53,1.4401063292519731,1.4136557252656012
13.54,1.4376519776622696,1.4151099813480554
13.55,1.4347936192084734,1.4166200279391168
13.56,1.4321863831226622,1.4184473670235416
13.57,1.4304846316931783,1.4208531443165802
13.58,1.4300089989398377,1.4239434782472222
13.59,1.4302258398109686,1.4274276477236532
13.6,1.4304667531691087,1.4309523332101821
13.61,1.4300633378767944,1.4341642151711187
13.62,1.4284556492706932,1.4367557628820018
13.63,1.4258785949908015,1.4387550211786582
13.64,1.4229207294767312,1.4403393396450122
13.65,1.420172220172001,1.4416867488527496
13.66,1.418210271340251,1.4429749180564289
13.67,1.4172376180342212,1.4443710790916513
13.68,1.4170344716838301,1.4460306869751436
13.69,1.4173584257172844,1.4481085663018172
13.7,1.4179670599036442,1.4507594381587965
13.71,1.4186020363145504,1.454017400762776
13.72,1.418958388844335,1.457563208222801
13.73,1.418722657920719,1.4610132519266268
13.74,1.4175813839714235,1.4639839232620075
13.75,1.4152867678031,1.4661408784345928
13.76,1.4121512019633449,1.4675700841105188
13.77,1.408770798746046,1.4685703811711188
13.78,1.4057438779905767,1.469442266813575
13.79,1.403657772293523,1.4704808958980529
13.8,1.4026901344942133,1.4717822243251142
13.81,1.402496309181582,1.4731882455814374
13.82,1.4026977106247682,1.474524455183561
13.83,1.4029157687621965,1.4756163573095464
13.84,1.4028657941826308,1.4763413506126124
13.85,1.4025786023344116,1.476751235595966
13.86,1.4021512151512139,1.476934409769717
13.87,1.401680654566713,1.476979270643975
13.88,1.401257284383485,1.4769696561672563
13.89,1.4009049403911882,1.4769438451712438
13.9,1.40060919262391,1.4769139116762613
13.91,1.400355153294863,1.4768916161818488
13.92,1.4001277489275206,1.4768886024178374
13.93,1.3999026683167268,1.4769107050322625
13.94,1.3996422807136024,1.476955382770158
13.95,1.3993079188920778,1.477019442595041
13.96,1.398860915682179,1.4770996914723062
13.97,1.398299498567302,1.4771941711921202
13.98,1.3977644131147033,1.4773056934732014
13.99,1.3974308123720531,1.4774382216160091
14.0,1.397473849387022,1.4775957189210034
14.01,1.3980283645180882,1.4777811939640664
14.02,1.3987538548253164,1.4779863977756633
14.03,1.3989999285708916,1.4781957422963248
14.04,1.3981108827891577,1.478393513680884
14.05,1.3954401912593337,1.478563931093966
14.06,1.3909776697056502,1.4786865684060526
14.07,1.3857522022365611,1.4787334142917796
14.08,1.380888516560219,1.478675757767814
14.09,1.3775113403847765,1.4784848878508225
14.1,1.376389426668494,1.4781410508228419
14.11,1.3767099294047915,1.4776642901752295
14.12,1.3772209070828787,1.4770856982025375
14.13,1.3766704012265212,1.4764363676262129
14.14,1.373904466833064,1.4757475399542808
14.15,1.3691459342740788,1.4750525466696334
14.16,1.3636333511580534,1.4743862611359506
14.17,1.3586289663887297,1.4737835926959917
14.18,1.3553874481628507,1.4732786260756465
14.19,1.3543856526704643,1.4728208368868798
14.2,1.3546595468369154,1.472202963171523
14.21,1.3550888832461543,1.4712007502316515
14.22,1.354553414482132,1.469589943369342
14.23,1.352145900901192,1.4672134893658824
14.24,1.348048508204882,1.4642580297411905
14.25,1.342790757309117,1.4610197925525905
14.26,1.3369023185839326,1.4577950530084478
14.27,1.3309088079602762,1.4548690980496803
14.28,1.3252671984768645,1.4523411798928851
14.29,1.3203772198176522,1.4501554108504966
14.3,1.3166368507322384,1.448251157884343
14.31,1.3144418221853844,1.4465670685764798
14.32,1.3138162820335204,1.4449228692636018
14.33,1.3140017480571347,1.4428878138007435
14.34,1.3141406829990594,1.4399994545253705
14.35,1.3133755496021264,1.4357953437749478
14.36,1.3109943511754045,1.4299450238644122
14.37,1.3071434985022592,1.4228965223525265
14.38,1.3022830257919549,1.4153822902408735
14.39,1.2968734304082823,1.40813519856345
14.4,1.2913729518620474,1.4018640068581134
14.41,1.2861930839034392,1.3967782790837286
14.42,1.281701285513058,1.392617334154273
14.43,1.2782633006234776,1.3891021760738553
14.44,1.2762438398916203,1.3859535445907396
14.45,1.2756944885109207,1.3828120989500383
14.46,1.2759151307706598,1.3791262540934024
14.47,1.276095171370497,1.3743161702781614
14.48,1.2754240150100933,1.3678020077616417
14.49,1.2732203331253178,1.3591588567693929
14.5,1.269684616449984,1.3490186937748363
14.51,1.2653855411397186,1.3384547762597467
14.52,1.260893013252913,1.3285418357803733
14.53,1.2567625666092017,1.3203231172147265
14.54,1.253179220782277,1.3140301434090247
14.55,1.2499338242658191,1.3090308878225327
14.56,1.2467981162654613,1.304651459316082
14.57,1.2435440411927705,1.3002182609841197
14.58,1.2400849138521164,1.2952603992305032
14.59,1.2367219117518378,1.2898631156733467
14.6,1.2338221406826284,1.2842061829054052
14.61,1.2317527064351819,1.2784693735194343
14.62,1.2308081136019415,1.2728157528482633
14.63,1.2307077057891824,1.267276028022279
14.64,1.230897121762608,1.2618179201878272
14.65,1.230820328995291,1.2564087658871255
14.66,1.229933140855427,1.2510158521732346
14.67,1.2280803983110244,1.245604840840178
14.68,1.2255744489483114,1.2401394405574275
14.69,1.2227553483918552,1.2345832442372702
14.7,1.2199631285745496,1.228899864828409
14.71,1.2174811840455864,1.2231008143942355
14.72,1.2154148466417494,1.217348195398444
14.73,1.2138345451004915,1.2118336283976994
14.74,1.2128107081592658,1.206748733948666
14.75,1.2123900893584543,1.202226091965781
14.76,1.2124004568151434,1.197852181733735
14.77,1.2125511014123946,1.192918026834559
14.78,1.2125501505628102,1.1867117494153792
14.79,1.212110624561274,1.17853884859171
14.8,1.2111562978751294,1.1684533124843999
14.81,1.20989723768546,1.1575258917582654
14.82,1.2085639575522469,1.1468999519622056
14.83,1.2073869689918708,1.1377188462927954
14.84,1.2065401091064585,1.1307833653372457
14.85,1.2059925737740718,1.125657367062982
14.86,1.205667385562259,1.1216256196587246
14.87,1.2054875670385685,1.1179728913131948
14.88,1.2053799830186076,1.1140308619628096
14.89,1.2053132752472344,1.1096412850047483
14.9,1.2052817269684872,1.1049589825193185
14.91,1.2052799935515222,1.1001433200310153
14.92,1.2053026510457103,1.095353143701109
14.93,1.2053396203048885,1.0907168188040681
14.94,1.205373665798094,1.0863158526567627
14.95,1.2053869432552253,1.0822277667265632
14.96,1.2053616084061805,1.078530082480839
14.97,1.205290995478408,1.0752120431323098
14.98,1.2052148553341866,1.0718963328376478
14.99,1.205184984739793,1.068110507461387
15.0,1.2052531804839357,1.0633821226909175
15.01,1.205465436749009,1.057292851977654
15.02,1.2057929488213155,1.050121977535309
15.03,1.2061549220252326,1.0426336637735178
15.04,1.2064695109275805,1.035601874948136
15.05,1.2066554451136215,1.0297953217979843
15.06,1.2066798489343817,1.0255405679799818
15.07,1.2065941725658242,1.0223937546304178
15.08,1.2064583296216458,1.019833698732069
15.09,1.2063322337155442,1.0173392172677107
15.1,1.206265914434017,1.0144932430975169
15.11,1.2062621821575392,1.0113761044212712
15.12,1.2063097624624128,1.008216495253093
15.13,1.2063973784786373,1.00524313537585
15.14,1.2065134049271145,1.0026630940257983
15.15,1.206640835559247,1.0003490607350132
15.16,1.2067584343447673,0.9979108814821378
15.17,1.2068448512721177,0.994951319315907
15.18,1.2068788282540341,0.9910754738818973
15.19,1.2068510213127632,0.9861912861039551
15.2,1.2067756637319862,0.9808060004447402
15.21,1.2066697598601275,0.9754972982542196
15.22,1.2065503140456117,0.970842860882363
15.23,1.2064341158721519,0.967306032963224
15.24,1.206336772917236,0.9647208811207635
15.25,1.206273488279397,0.9627061349469368
15.26,1.2062594647026064,0.9608803352722246
15.27,1.2063081520273093,0.9588768715663863
15.28,1.206400137790227,0.9566075060028443
15.29,1.2064868219722522,0.954231245102134
15.3,1.2065185898416377,0.9519156908960335
15.31,1.206445890910961,0.9498278629784728
15.32,1.2062334111569073,0.9480057134258552
15.33,1.2058779083042683,0.9461964324456634
15.34,1.2053805277845857,0.9441074313779837
15.35,1.2047424150294017,0.9414461215629023
15.36,1.203976311902763,0.9379933181031658
15.37,1.203168664362408,0.9339963724952104
15.38,1.2024347791823455,0.9298853210833223
15.39,1.2018900304136608,0.9260906260660787
15.4,1.2016432262194952,0.9230281358950785
15.41,1.201651311976113,0.920775696856563
15.42,1.2017188980179576,0.9190721019699778
15.43,1.2016439343402543,0.917641320286868
15.44,1.2012245528846766,0.9162075246221623
15.45,1.2003402390829385,0.9145859962602212
15.46,1.1990796581869334,0.912826278755441
15.47,1.1975646325834919,0.9110150486212754
15.48,1.1959169846594433,0.9092389823711773
15.49,1.1942483127433425,0.9075709883937858
15.5,1.1925949103440316,0.9059825666028479
15.51,1.1909594195710693,0.904399900595145
15.52,1.1893443259416943,0.9027489630939916
15.53,1.1877536569334408,0.900960044521812
15.54,1.186236344033729,0.8990891726524676
15.55,1.1848921917335615,0.8973348266076235
15.56,1.1838237461151548,0.8959031623382272
15.57,1.1831335030588035,0.8950002375111522
15.58,1.1828630205614692,0.8947128071223464
15.59,1.1828745355770316,0.8947765558938559
15.6,1.1829974653771818,0.8948629149909902
15.61,1.1830612272336098,0.894643315579059
15.62,1.1829221548329905,0.8938278397219487
15.63,1.1826674141285916,0.8924580354135317
15.64,1.182501582486629,0.890744048754687
15.65,1.1826301653782385,0.8888973585679486
15.66,1.183255165800279,0.8871264732127789
15.67,1.1844468036722509,0.8855281352700013
15.68,1.186106597237145,0.8840560107235735
15.69,1.1881250370720435,0.8826544129479099
15.7,1.1903926217997522,0.8812676573707097
15.71,1.1928519087001621,0.8798533448878115
15.72,1.1956212198595861,0.8784139319074102
15.73,1.1988559340515916,0.8769613317746526
15.74,1.2027114300497455,0.8755074578346853
15.75,1.207296697441707,0.8740640006110263
15.76,1.2122546962841239,0.8726404121430045
15.77,1.2169592029691152,0.8712448514974284
15.78,1.220780731134257,0.869885462069086
15.79,1.2231007396162759,0.868569982219312
15.8,1.2238508359159712,0.8672857917385054
15.81,1.2237591501637295,0.8659907946343999
15.82,1.2236161577015252,0.8646405877939534
15.83,1.2242123337648807,0.8631907681405955
15.84,1.2262309033154766,0.8616336785583713
15.85,1.2299388619763452,0.8601042699297652
15.86,1.2355022464732746,0.8587720835539467
15.87,1.2430870935320522,0.8578066607300858
15.88,1.2528026719721956,0.8573559931563888
15.89,1.2640850631175946,0.8573125245840474
15.9,1.275929653077651,0.8574014069502272
15.91,1.28732419097743,0.8573448931250707
15.92,1.2972640927520596,0.8568675751625204
15.93,1.3052828378674508,0.8558582111104082
15.94,1.311796180704661,0.8544747457018614
15.95,1.3173017073088724,0.852900090938191
15.96,1.3222970037252693,0.8513171588207069
15.97,1.3272978188061815,0.84987387614244
15.98,1.332900977578675,0.8485620007278188
15.99,1.33972591900455,0.8473297314287964
16.0,1.3483920830368032,0.8461252651880813
16.01,1.3594627304211475,0.8448997451967886
16.02,1.3727072085879832,0.843645950438949
16.03,1.3873067434267634,0.8423875031987546
16.04,1.402428704997551,0.8411487524120771
16.05,1.4172451878674663,0.8399538284498145
16.06,1.4314200596370017,0.8388041112967353
16.07,1.4455320725199587,0.837658656579003
16.08,1.4602596903247453,0.8364719070686293
16.09,1.4762813768597893,0.8351983055376242
16.1,1.4939283859904664,0.8338184283343538
16.11,1.5117477919107267,0.8324471423037783
16.12,1.5277151701179965,0.8312423294899371
16.13,1.5398058369669727,0.8303618914418597
16.14,1.5461410173005914,0.8299510337410531
16.15,1.547328241474084,0.829938620518196
16.16,1.5460569175129502,0.8300723650223051
16.17,1.5450806764076959,0.8300943922553542
16.18,1.547144700713652,0.8297475775700253
16.19,1.5535724255896977,0.8289010693083931
16.2,1.5626798061491969,0.8276911261985519
16.21,1.5724002151490297,0.8262879861536196
16.22,1.5806670253460617,0.8248618870867166
16.23,1.5857409928759378,0.8235594218816611
16.24,1.5878231032819843,0.822387051747397
16.25,1.5878264131092252,0.8212998090764068
16.26,1.5866650649592722,0.8202526478215171
16.27,1.5852486980131268,0.8192018816834744
16.28,1.584393058480165,0.8181321740962232
16.29,1.5848250847260326,0.8170550028402179
16.3,1.587268229709883,0.8159828980680154
16.31,1.5924439758099753,0.8149283770766905
16.32,1.6004625721079169,0.8138999696590098
16.33,1.6099604240293846,0.8128965906899046
16.34,1.619356254664046,0.8119157349494621
16.35,1.6270687871015588,0.8109548972177706
16.36,1.6317662322894702,0.8100118092093296
16.37,1.633827131613203,0.8090858269106105
16.38,1.634347296576618,0.8081769874874218
16.39,1.6344249902566832,0.8072853304337883
16.4,1.6351291589139363,0.8064109844526307
16.41,1.6367671336279495,0.8055563957853048
16.42,1.638832702779586,0.8047264862231828
16.43,1.6407799382645203,0.8039262984119512
16.44,1.642063452858843,0.8031608693273016
16.45,1.6425229570760538,0.8024311990040435
16.46,1.6430594848134203,0.8017271617306055
16.47,1.6447553401410362,0.8010367315584124
16.48,1.6486928271289971,0.8003478825388869
16.49,1.6557428913179482,0.7996540417329788
16.5,1.6650935271330596,0.7989920560176594
16.51,1.6751283838401207,0.7984195242207557
16.52,1.6842261119199586,0.7979941741377874
16.53,1.6908000203048401,0.7977716231749636
16.54,1.6944113956033422,0.7977375871786491
16.55,1.6960067245123087,0.7977934357149068
16.56,1.6966151220637635,0.7978355070241603
16.57,1.6972655936794492,0.7977601544993319
16.58,1.6987105302371637,0.7975019706599348
16.59,1.7008286698179576,0.7971163215734492
16.6,1.7033266901103914,0.7966823588937391
16.61,1.7059112688030234,0.7962792342746676
16.62,1.7083173035369814,0.7959797887475436
16.63,1.7105420968511296,0.7957981836466652
16.64,1.7127255237558758,0.7957166978624279
16.65,1.7150088794227327,0.7957172927049376
16.66,1.717529610446241,0.7957821694241101
16.67,1.7202577826061984,0.795903964638874
16.68,1.7229351517001026,0.7960895489705336
16.69,1.7252870697968847,0.7963468157320388
16.7,1.7270388960683345,0.796683658197746
16.71,1.7281415396577415,0.7971067441414685
16.72,1.7293641297707114,0.7976182956298207
16.73,1.731661277085103,0.7982195269365828
16.74,1.7359875922787713,0.798911652335535
16.75,1.7431664430018354,0.7996959195339963
16.76,1.7525862623844337,0.800573941782052
16.77,1.7627510718971455,0.801547557629465
16.78,1.772151904078942,0.8026186089348669
16.79,1.779295245128527,0.8037889217042047
16.8,1.7836046874409042,0.805059381156871
16.81,1.7859195531125436,0.8064294202273709
16.82,1.7872002738181754,0.8078983476134945
16.83,1.7884072812325251,0.8094654720130294
16.84,1.7903062973813282,0.8111286032968754
16.85,1.7928507621502143,0.8128792985882065
16.86,1.7957823280890859,0.814707484723483
16.87,1.7988426471888999,0.8166030885348643
16.88,1.8017874463537857,0.8185576269028391
16.89,1.8045549513468104,0.8205832336738913
16.9,1.8072107609294434,0.822706432070916
16.91,1.8098230746663355,0.8249540391305432
16.92,1.812459742821332,0.8273523209542993
16.93,1.8151588292265926,0.8298805629596591
16.94,1.8179062768414045,0.832435842856675
16.95,1.820682769218141,0.8349069429497237
16.96,1.823468989909179,0.8371826455431852
16.97,1.8262488603713134,0.839222937924322
16.98,1.8290218434543284,0.841329579241814
16.99,1.8317920592588217,0.843906746573223
17.0,1.8345636287561433,0.8473586361447726
17.01,1.8373404571663567,0.8520533808358787
17.02,1.8401230966815618,0.8577986468213749
17.03,1.8429094529975085,0.8639597320334779
17.04,1.8456973598498776,0.8698899061057249
17.05,1.8484846549298233,0.874944962395694
17.06,1.8512696968493176,0.8788130593931457
17.07,1.8540518795202239,0.8818429119907077
17.08,1.856830719164138,0.8844612728354609
17.09,1.8596057320026582,0.8870948945744899
17.1,1.8623763811077696,0.8900937043364636
17.11,1.8651418356340796,0.893382784093031
17.12,1.8679011637004135,0.8967411728551372
17.13,1.8706534333334308,0.8999477764178063
17.14,1.8733977159755277,0.902799360850045
17.15,1.8761331475376488,0.9054297870806272
17.16,1.8788589214237041,0.9082735367479167
17.17,1.8815742330524776,0.9117756269330262
17.18,1.8842782778148335,0.9163797152479831
17.19,1.8869702447878016,0.9222220218097551
17.2,1.889649308762331,0.9287431398959302
17.21,1.8923146425651411,0.9352880190881443
17.22,1.8949654190229483,0.9412016089680243
17.23,1.8976008132484963,0.9459271983276057
17.24,1.9002200149547306,0.9495361416858591
17.25,1.9028222195972304,0.9523468276552745
17.26,1.9054066226453221,0.9546782362947158
17.27,1.9079724198124675,0.9568503609983778
17.28,1.91051881250038,0.9592068053057505
17.29,1.9130450078399295,0.9621149527159006
17.3,1.9155502132143094,0.9659432340266327
17.31,1.9180336360226777,0.9710595052734791
17.32,1.92049449100359,0.9775674665110264
17.33,1.9229320118513857,0.9848885699152622
17.34,1.9253454352797064,0.9923355984970162
17.35,1.927733998002191,0.999221335267111
17.36,1.9300969358667854,1.0049412313771684
17.37,1.932433478313268,1.009502677365351
17.38,1.9347428519052732,1.0131877169007093
17.39,1.9370242831927857,1.016279697352185
17.4,1.9392770119764065,1.0190673009626414
17.41,1.9415006670731394,1.0219958331028003
17.42,1.9436953198249418,1.0256887655209455
17.43,1.9458610655818513,1.0307792359347347
17.44,1.9479980004437594,1.0379000432874557
17.45,1.9501071692453782,1.0472553591944143
17.46,1.9521924213874604,1.0577822850459817
17.47,1.9542581220148048,1.0681849150861296
17.48,1.956308636272213,1.077167343558844
17.49,1.9583473787468744,1.0836433186451262
17.5,1.9603695698240666,1.0883338926523347
17.51,1.9623662440718042,1.0928833371211353
17.52,1.9643284024468217,1.0989433368590236
17.53,1.9662475864825946,1.1081265334594335
17.54,1.9681358628936216,1.1205631350711887
17.55,1.9700316814182728,1.134477833058541
17.56,1.9719752271393116,1.1479699833469112
17.57,1.974006680013207,1.1591390529687162
17.58,1.9761303185746923,1.1668626336389125
17.59,1.978228645688666,1.172657673673483
17.6,1.9801583692651317,1.1786001992777588
