x_m,y_m,left_x_m,left_y_m,right_x_m,right_y_m,w_tr_left_m,w_tr_right_m,w_total_m
-2.5768695672353106,9.001046180725098,-1.057704121776367,8.44755590136256,-3.6342737941113024,9.386299125150721,1.6168534689406124,1.1253992759033689,2.7422527448439813
-3.0375808874766026,7.7365312576293945,-1.564853227099458,7.193501914255557,-4.0767529257721975,8.119698441074295,1.5696520727234298,1.1075629172397026,2.677214989963132
-3.557071288426717,6.327642599741617,-2.1416964887618564,5.814533872534601,-4.581554326120212,6.699043297027282,1.5055120024305182,1.0897265585760363,2.5952385610065543
-4.017136573791504,5.058584451675415,-2.6503595327102505,4.601284374885584,-5.033639238286564,5.398688750005536,1.441250443281393,1.07189019991237,2.513140643193763
-4.396577517191568,3.9245125452677407,-3.0665228713124866,3.5587047343885656,-5.4143239845576,4.204425561180794,1.379442175491508,1.0555373836646333,2.434979559156141
-4.628920078277588,3.0797293186187744,-3.298902593744824,2.946137776495296,-5.662901872948554,3.1835860153043987,1.3367098448391073,1.0391845674168967,2.375894412256004
-4.701842308044434,2.353726466496785,-3.4069832677401433,2.6094208623342134,-5.716207875479469,2.153420809394032,1.3198634619991627,1.0339535099148158,2.3538169719139788
-4.5933057467142735,1.8040877183278399,-3.4166342058729913,2.525605724358664,-5.476009617325717,1.2628264448683781,1.3802695925262185,1.0354370523307455,2.415706644856964
-4.27873150507609,1.29107133547465,-3.2701575611542983,2.3198206434389945,-5.003539126927652,0.5517647691284371,1.4406757230532745,1.035335833310499,2.4760115563637735
-3.787995894749959,0.8099598089853922,-2.996168702992299,2.085207404372789,-4.334086646222699,-0.06952617599710087,1.5010818535803303,1.0352346142902522,2.5363164678705825
-3.152364412943522,0.4152832825978596,-2.524093389003485,1.8448007693706119,-3.5688545331237154,-0.5323649252279651,1.561487984107386,1.0351333952700055,2.5966213793773916
-2.4613552888234453,0.1115856965382894,-1.9956853789931053,1.6400186859766108,-2.7625778103074587,-0.8770941156610839,1.5977971924261105,1.0335486338338293,2.63134582625994
-1.7730597654978433,-0.09811830520629879,-1.456800287987531,1.472774783391197,-1.9793627644438572,-1.1228463473585288,1.6024122918021053,1.0452887102362014,2.647701002038307
-1.1498568058013916,-0.22358441352844233,-0.9971499159763532,1.338920994417279,-1.252672560108663,-1.2756009421290349,1.5699498539952355,1.0570287866385732,2.6269786406338085
-0.5929966767628987,-0.2780075073242187,-0.6275631197113158,1.2334787277839443,-0.5685612038226696,-1.3464969973371164,1.5118814364557678,1.0687688630409453,2.580650299496713
-0.10368752479553225,-0.26681741078694654,-0.3043244778071462,1.164370133791732,0.0465412222167709,-1.3384321274898259,1.4451826786503261,1.0820937008794935,2.5272763795298196
0.3708940347035725,-0.20028622945149732,-0.04910545272425859,1.1126564008976905,0.7032331361917675,-1.2391974356247513,1.378483920844884,1.0907730161176274,2.4692569369625117
0.7805915673573811,-0.06922737757364907,0.1278910162240806,1.0686488479099057,1.319952393877664,-1.0095144056586753,1.3117851630394421,1.083997138543093,2.3957823015825355
1.1423863569895425,0.13830280303955078,0.3039976112357293,1.0878865514832672,1.846852156573512,-0.6595958782194388,1.2667300360830918,1.0643845021129894,2.331114538196081
1.4576195875803628,0.4166226387023925,0.48637573708087667,1.1861987180954245,2.266047944107415,-0.22394473762260197,1.2391779368222382,1.0314470278443377,2.2706249646665757
1.7396878401438394,0.7726070086161295,0.6500885960174523,1.379654221589759,2.611958991498911,0.2866395538461488,1.2472901954155837,0.9985095535756859,2.2457997489912698
1.97304892539978,1.191470742225647,0.7584405491489326,1.6637924666922088,2.8729731155725085,0.8415194709331024,1.3032119240790376,0.9655720793070341,2.268784003386072
2.164909760157267,1.6848543087641397,0.8012086689886349,2.0086162702673938,3.088535778615306,1.4655724050038696,1.4016071039242604,0.9492995182182371,2.3509066221424977
